name,ein,category,city,state,website,description
The Scarsdale Adult School,133230407,Education,SCARSDALE,NY,,"Education organization in SCARSDALE, NY"
Goodwill Baptist Church,133230568,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
The Julie Gould Fund For Medical Research,133236911,Health,NEW YORK,NY,,"Health organization in NEW YORK, NY"
Zion Lutheran Preschool,133240953,Education,STATEN ISLAND,NY,,"Education organization in STATEN ISLAND, NY"
Willing Workers Baptist Church,133242403,Religious,BROOKLYN,NY,,"Religious organization in BROOKLYN, NY"
Greater Calvary Baptist Church,133251445,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Willing Workers Baptist Church,133251557,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Ardsley Historical Society,133260293,Other,ARDSLEY,NY,,"Other organization in ARDSLEY, NY"
Croton Historical Society,133263815,Other,CROTON,NY,,"Other organization in CROTON, NY"
Gospel Hill Baptist Of Greater New York,133267117,Other,BRONX,NY,,"Other organization in BRONX, NY"
Jewish Federation Of Rockland County,133268920,Religious,WEST NYACK,NY,,"Religious organization in WEST NYACK, NY"
Parent Teacher Association Of Public School 23,133279429,Education,STATEN ISLAND,NY,,"Education organization in STATEN ISLAND, NY"
Suffern United Methodist Church,133283961,Religious,SUFFERN,NY,,"Religious organization in SUFFERN, NY"
The New School,133297197,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Pta Intermediate School 75,133309390,Education,STATEN ISLAND,NY,,"Education organization in STATEN ISLAND, NY"
Friendly Baptist Church,133317689,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
First Baptist Church,133320131,Religious,RENSSELAER,NY,,"Religious organization in RENSSELAER, NY"
Record Research Associates,133327045,Research,PRT JEFFERSON,NY,,"Research organization in PRT JEFFERSON, NY"
Thy Will Be Done Peoples Baptist Church,133330300,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Gethsemane Baptist Church,133340224,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
First Korean Methodist Church Of New York,133345957,Religious,TARRYTOWN,NY,,"Religious organization in TARRYTOWN, NY"
The Katonah Historical Museum,133358371,Arts & Culture,KATONAH,NY,,"Arts & Culture organization in KATONAH, NY"
Fred S Keller School,133363868,Education,YONKERS,NY,,"Education organization in YONKERS, NY"
Port Richmond High School Alumni Association,133368179,Education,STATEN ISLAND,NY,,"Education organization in STATEN ISLAND, NY"
Msgr Robert Fox Memorial Shelter Fox House,133368998,Human Services,NEW YORK,NY,,"Human Services organization in NEW YORK, NY"
Museum At Eldridge Street,133379555,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
New Zion Pilgrim Baptist Church,133382007,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Ghana Presbyterian Church Of U S A,133383042,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Kanestio Historical Society,133387882,Other,CANISTEO,NY,,"Other organization in CANISTEO, NY"
Memorial Sloan-kettering Cancer Center,133389586,Health,NEW YORK,NY,,"Health organization in NEW YORK, NY"
Cooke School And Institute,133396691,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
African Salvation Baptist Church,133400118,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Parkside School,133404530,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Real Estate Research Institute,133415691,Research,HARTFORD,CT,,"Research organization in HARTFORD, CT"
Yonkers Public Library,133421565,Other,YONKERS,NY,,"Other organization in YONKERS, NY"
John C Hart Memorial Library,133423855,Other,SHRUB OAK,NY,,"Other organization in SHRUB OAK, NY"
Kingsway High School Alumni Association,133426970,Education,MT VERNON,NY,,"Education organization in MT VERNON, NY"
The 369th Historical Society,133432282,Other,ALBANY,NY,,"Other organization in ALBANY, NY"
Winifred Masterson Burke Medical Research,133434924,Health,WHITE PLAINS,NY,,"Health organization in WHITE PLAINS, NY"
Baptist Temple Church,133440119,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Green Pastures Baptist Church,133442488,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Friends Of The Mahopac Library,133444206,Other,MAHOPAC,NY,,"Other organization in MAHOPAC, NY"
Beth Israel Medical Center Holding Corporation,133444730,Health,NEW YORK,NY,,"Health organization in NEW YORK, NY"
Springfield Missionary Baptist Church,133449398,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Saint Philips Baptist Church,133451547,Religious,STATEN ISLAND,NY,,"Religious organization in STATEN ISLAND, NY"
Dahesh Museum Of Art,133458208,Arts & Culture,GREENWICH,CT,,"Arts & Culture organization in GREENWICH, CT"
Alumnae Association Of Barnard College,133458924,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Dermatology & Medical Research Associates Pc,133459880,Health,VALHALLA,NY,,"Health organization in VALHALLA, NY"
Lower East Side Tenement Museum,133475390,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Chester Historical Society,133486416,Other,CHESTER,NY,,"Other organization in CHESTER, NY"
Greater Tabernacle Baptist Church,133490430,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Second Baptist Church,133499095,Religious,MIDDLETOWN,NY,,"Religious organization in MIDDLETOWN, NY"
Iona University,133508093,Education,NEW ROCHELLE,NY,,"Education organization in NEW ROCHELLE, NY"
Mt Hebron Baptist Church,133523721,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
St Matthews United Methodist Church,133524720,Religious,OSSINING,NY,,"Religious organization in OSSINING, NY"
Psychoanalytic Research Consortium,133525959,Research,NEW YORK,NY,,"Research organization in NEW YORK, NY"
Third Pentecostal Church Shelter Of The Most High,133528848,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
New Life Missionary Baptist Church,133535050,Religious,MOUNT VERNON,NY,,"Religious organization in MOUNT VERNON, NY"
St Johns Baptist Church,133539498,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Christian Methodist Episcopal Church,133540236,Religious,MOUNT VERNON,NY,,"Religious organization in MOUNT VERNON, NY"
Museum Of American Finance,133540880,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Children S Learning Center At Hunter College,133549073,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Stonewall Community Foundation,133550688,Human Services,NEW YORK,NY,,"Human Services organization in NEW YORK, NY"
Redeemer Presbyterian Church Of New York,133555328,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
University Of Limerick Foundation,133555402,Education,CEDAR KNOLLS,NJ,,"Education organization in CEDAR KNOLLS, NJ"
Aichhorn School,133559130,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
World Glorious Presbyterian Church,133560749,Religious,STATEN ISLAND,NY,,"Religious organization in STATEN ISLAND, NY"
Carolina Baptist Church,133568739,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Irvington Historical Society,133570708,Other,IRVINGTON,NY,,"Other organization in IRVINGTON, NY"
School Community Council Ps3,133570722,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Travelers Rest Baptist Church,133572514,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Mount Neboh Baptist Church,133578190,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Daytop Preparatory School,133580391,Education,BRIARWOOD,NY,,"Education organization in BRIARWOOD, NY"
Point Owoods Historical Society,133581619,Other,POINT O WOODS,NY,,"Other organization in POINT O WOODS, NY"
Canaan Baptist Housing Development Fund Corp,133584871,Foundation,QUEENS VLG,NY,,"Foundation organization in QUEENS VLG, NY"
Museum Of Arts And Design,133585408,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
East Bronx Baptist Church,133587298,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
First Bible Baptist Church,133587308,Religious,E BRUNSWICK,NJ,,"Religious organization in E BRUNSWICK, NJ"
All Saints University,133588740,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Staten Island Technical High School Pta,133588850,Education,STATEN ISLAND,NY,,"Education organization in STATEN ISLAND, NY"
St John The Baptist Russian Orthodox Church,133589024,Religious,SPRING VALLEY,NY,,"Religious organization in SPRING VALLEY, NY"
American Foundation For Basic Research In Israel,133590595,Research,NEW YORK,NY,,"Research organization in NEW YORK, NY"
French Speaking Baptist Church,133591439,Religious,NEW ROCHELLE,NY,,"Religious organization in NEW ROCHELLE, NY"
Central Korean United Methodist Church,133592265,Religious,TUCKAHOE,NY,,"Religious organization in TUCKAHOE, NY"
Friends Of Harlem Hospital Center,133593018,Health,NEW YORK,NY,,"Health organization in NEW YORK, NY"
Our Lade Of Mount Carmel-st Benedicta School,133594429,Education,STATEN ISLAND,NY,,"Education organization in STATEN ISLAND, NY"
Westchester Sda Area School,133595409,Education,NEW ROCHELLE,NY,,"Education organization in NEW ROCHELLE, NY"
New Direction Baptist Church,133597573,Religious,STATEN ISLAND,NY,,"Religious organization in STATEN ISLAND, NY"
Birch Wathen Lenox School,133603578,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Premiere Eglise Baptiste Haitienne De Manhattan,133604176,Other,NEW YORK,NY,,"Other organization in NEW YORK, NY"
World Community Foundation,133612343,Human Services,NEW YORK,NY,,"Human Services organization in NEW YORK, NY"
Ym-ywha Nursery School Of Southern Westchester,133620849,Education,MOUNT VERNON,NY,,"Education organization in MOUNT VERNON, NY"
Mount Olivet Baptist Church,133621607,Religious,PEEKSKILL,NY,,"Religious organization in PEEKSKILL, NY"
New Washington Heights Baptist Church,133624145,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Sir John Soanes Museum Foundation,133624437,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Elisha Kent Kane Historical Society,133631872,Other,NEW YORK,NY,,"Other organization in NEW YORK, NY"
Mt Kisco Public Library Trustees,133632624,Foundation,MOUNT KISCO,NY,,"Foundation organization in MOUNT KISCO, NY"
Christian Methodist Episcopal Church,133634091,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
The Friends Of The Mount Vernon Public Library,133638489,Other,MOUNT VERNON,NY,,"Other organization in MOUNT VERNON, NY"
White Rock Baptist Church,133638766,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Opus 118 Harlem School Of Music,133648982,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Calvary Presbyterian Korean Church In New York,133670845,Religious,MASTIC,NY,,"Religious organization in MASTIC, NY"
First Corinthian Baptist Church,133686242,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Church Street School For Music And Art,133693660,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Christ Jesus Baptist Church,133697025,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Eglise Baptiste D Expression Francaise,133702121,Other,MOUNT VERNON,NY,,"Other organization in MOUNT VERNON, NY"
Leglise Baptiste Nouvelle,133702712,Other,SPRING VALLEY,NY,,"Other organization in SPRING VALLEY, NY"
Town Of Pelham Public Library,133703982,Other,PELHAM,NY,,"Other organization in PELHAM, NY"
The Gospel Missionary Baptist Church,133704832,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Helene Fuld College Of Nursing,133705284,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Zita Spiss Medical Research Tr,133705557,Health,SCARSDALE,NY,,"Health organization in SCARSDALE, NY"
Manhattan High School For Girls,133709401,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
New Hope Spring Grove Baptist Church Of Christ,133718668,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Trinity Presbyterian Church,133722687,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Sloatsburg Historical Society,133729248,Other,SLOATSBURG,NY,,"Other organization in SLOATSBURG, NY"
Han Presbyterian Church,133734366,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Pentecostal Baptist Church,133736977,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Exodus School,133738559,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Central Presbyterian Church Of Manhattan,133739046,Religious,FLUSHING,NY,,"Religious organization in FLUSHING, NY"
St Luke Baptist Church,133747940,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Beacon School Parent Association,133749712,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Friends Of The Mamaroneck Library,133758679,Other,MAMARONECK,NY,,"Other organization in MAMARONECK, NY"
Hampton University,133760032,Education,BRONX,NY,,"Education organization in BRONX, NY"
Scarborough Presbyterian Childrens Center,133763909,Youth Development,SCARBOROUGH,NY,,"Youth Development organization in SCARBOROUGH, NY"
University Heights Baptist Church,133767240,Religious,POMONA,NY,,"Religious organization in POMONA, NY"
Spring Grove Missionary Baptist Church,133778098,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Destination College,133782557,Education,BRONXVILLE,NY,,"Education organization in BRONXVILLE, NY"
School Of The Future Parent Association,133787867,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Christian Methodist Episcopal Church,133788266,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Maritime Industry Museum At Fort Schuyler,133789884,Arts & Culture,BRONX,NY,,"Arts & Culture organization in BRONX, NY"
St Bartholomew Community Preschool Foundation,133791769,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
The Alpha And Omega Theater Company,133794138,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Korean Grace Presbyterian,133794808,Other,HILLSDALE,NJ,,"Other organization in HILLSDALE, NJ"
Jewish Childrens Museum,133798344,Religious,BROOKLYN,NY,,"Religious organization in BROOKLYN, NY"
Untitled Theater Company No 61 Ltd,133798373,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Parent Teachers Association Of Public School No 8,133800858,Education,STATEN ISLAND,NY,,"Education organization in STATEN ISLAND, NY"
Second Spanish Baptist Church Of New York,133802233,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Christian Baptist Church Of New York,133804883,Religious,YONKERS,NY,,"Religious organization in YONKERS, NY"
Mt Lebanon Baptist Church,133809976,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Fearless Theater Company Ltd,133813557,Arts & Culture,BROOKLYN,NY,,"Arts & Culture organization in BROOKLYN, NY"
Partnership Homeless Facilities Corporation,133817299,Human Services,NEW YORK,NY,,"Human Services organization in NEW YORK, NY"
Opera USA,133819493,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Pilgrim Baptist Church,133826365,Religious,NYACK,NY,,"Religious organization in NYACK, NY"
Sharon Baptist Church,133827593,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Baruch College Early Learning Center,133828431,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Mount Kisco Historical Society,133828470,Other,MOUNT KISCO,NY,,"Other organization in MOUNT KISCO, NY"
